id,task,truth
448,"Does the following tweet have positive sentiment to the Apple company ? 
RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t. ...",1
449,"Does the following tweet have positive sentiment to the Microsoft company ? 
@guardiantech I love the ""And now it is looking to China:"" Apple funds sweatshops there while Gates funds a foundation #apple #microsoft",1
450,"Does the following tweet have positive sentiment to the Apple company ? 
Thank you Steve @apple store 5th av. http://t.co/nSAisriP",1
451,"Does the following tweet have positive sentiment to the Twitter company ? 
Hello #twitter!",1
452,"Does the following tweet have positive sentiment to the Apple company ? 
Loving my new #iPhone4S thanks @apple for #ios5",1
453,"Does the following tweet have positive sentiment to the Apple company ? 
@apple - you have invented a product that actually gets my brother to call my parents when he gets where he's going. Amazing. #siri #ipod4s",1
454,"Does the following tweet have positive sentiment to the Apple company ? 
@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX",1
455,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft freezes some #Xbox accounts after hack reports - http://t.co/w051BfS0  via @CanadaIT",0
456,"Does the following tweet have positive sentiment to the Google company ? 
Android Beam - sharing contacts, articles, files, and games, pretty cool #Google #ICS",1
457,"Does the following tweet have positive sentiment to the Microsoft company ? 
wow - #Microsoft tech turns your body into a touchscreen http://t.co/5hVBC5Bm via @PSFK",1
458,"Does the following tweet have positive sentiment to the Apple company ? 
Life was much easier when @apple and @BlackBerry were just fruits!",0
459,"Does the following tweet have positive sentiment to the Google company ? 
Android Crashing: 1, Google 'Quick Response' Feature: 0 #Google #ICS #Android #QuickResponse",0
460,"Does the following tweet have positive sentiment to the Apple company ? 
@apple I committed to your cloud storage iDisk and now it's raining :-( so soon no more iDisk.  Any plans for a new service for storage?",0
461,"Does the following tweet have positive sentiment to the Apple company ? 
Play on ma man. Loving the camera in the #iphone4s. Well done @apple  #fb http://t.co/tmdFqRe1",1
462,"Does the following tweet have positive sentiment to the Google company ? 
People App in #ICS looks promising! As usual #Google is good at integrating different apps and make it a total new user experience!",1
463,"Does the following tweet have positive sentiment to the Apple company ? 
@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever",0
464,"Does the following tweet have positive sentiment to the Microsoft company ? 
&lt;3 u #microsoft!!!",1
465,"Does the following tweet have positive sentiment to the Microsoft company ? 
Fuck #microsoft i love them to death but that red ring and no free xboxlive is killing me. #Sony all day :-\",0
466,"Does the following tweet have positive sentiment to the Apple company ? 
Disappointing visual merchandising, @apple. Simple, but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi",0
467,"Does the following tweet have positive sentiment to the Apple company ? 
You can make photo albums in the Photos app with iOS 5, but can't password protect them? Um... @apple, fix that. Quickly.",0
468,"Does the following tweet have positive sentiment to the Microsoft company ? 
Only people with names beginning with 'A' are getting mail this week (a la #Microsoft)",0
469,"Does the following tweet have positive sentiment to the Apple company ? 
Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s",1
470,"Does the following tweet have positive sentiment to the Google company ? 
We need dates! #google #samsung #launchfail",0
471,"Does the following tweet have positive sentiment to the Apple company ? 
@rygurl you need an @apple iphone4S with Siri!",1
472,"Does the following tweet have positive sentiment to the Apple company ? 
.@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear",1
473,"Does the following tweet have positive sentiment to the Apple company ? 
I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy.   :)  Way to go @Apple!",1
474,"Does the following tweet have positive sentiment to the Microsoft company ? 
Windows Runtime and .NET: Better Together http://t.co/z7BBJ1xU #dotnet #dev #WinRT #microsoft",1
475,"Does the following tweet have positive sentiment to the Microsoft company ? 
Zune Music arrives in Canada! http://t.co/CJJ12v4I #microsoft #music #news",1
476,"Does the following tweet have positive sentiment to the Twitter company ? 
#Twitter is blowing me ; I can't see my retweets ;(",0
477,"Does the following tweet have positive sentiment to the Apple company ? 
total time on the phone with @apple: 1 hour 27 minutes. let's see how this goes.",0
478,"Does the following tweet have positive sentiment to the Google company ? 
+1 RT @tah_med: the background is SO horrible for this stream #Samsung #Google #NexusPrime they should've seen what #Adobe did at #AdobeMAX",0
479,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft #PowerPivot gives users the power to create compelling self-service #BI solutions. #infinitywebinar",1
480,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft #Cloud Microsoft offers students free access to its technologies to improve employability: Dubbe... http://t.co/rGBHHUQP #TCN",1
481,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft Lync crash issue on #Mac OS X 10.7.2 [Fixed] - http://t.co/YZhCdgFP",0
482,"Does the following tweet have positive sentiment to the Apple company ? 
RT @TripLingo: We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z",1
483,"Does the following tweet have positive sentiment to the Apple company ? 
“@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products, customer service sucks.” in NZ?",0
484,"Does the following tweet have positive sentiment to the Apple company ? 
@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??",1
485,"Does the following tweet have positive sentiment to the Apple company ? 
I just realized that the reason I got into twitter was ios5 thanks @apple",1
486,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Apple eclipsed #Microsoft http://t.co/wEdPbcPx",0
487,"Does the following tweet have positive sentiment to the Apple company ? 
#iOs5 is nice and as it had to be ! Thanks @Apple",1
488,"Does the following tweet have positive sentiment to the Google company ? 
The new Nexus looks good! UI feel a bit confusing but I guess Android users are ok with that! Now, try it :) #Google #android #nexusprime",1
489,"Does the following tweet have positive sentiment to the Google company ? 
+1 RT @SHlFT: dear #google & #samsung... learn some presentation 101 first. please.",0
490,"Does the following tweet have positive sentiment to the Google company ? 
Instant photo sharing and the people app are what's best in Ice Cream Sandwich, IMO. #google #ics",1
491,"Does the following tweet have positive sentiment to the Twitter company ? 
@science_alex hashtags are used here #twitter&gt;facebook",1
492,"Does the following tweet have positive sentiment to the Apple company ? 
@Apple iTunes is the worst program ever. For such a great phone, you make some awful software.",0
493,"Does the following tweet have positive sentiment to the Apple company ? 
@paulens It surprises me that @Apple throws up an error alert about authorizing, and there's no ""Authorize this computer"" button.",0
494,"Does the following tweet have positive sentiment to the Apple company ? 
Is it just me or is #iOS5 faster for the iPad? @apple",1
495,"Does the following tweet have positive sentiment to the Twitter company ? 
#Twitter y #Facebook OFF",0
496,"Does the following tweet have positive sentiment to the Apple company ? 
@RonakKataria @apple you heard of testing before deploying updates. Difference between microsoft & apple: None",0
497,"Does the following tweet have positive sentiment to the Microsoft company ? 
#Microsoft #Opens The Door To Two #Spanish #Entrepreneurs With #Medical #Project ! http://t.co/c97sNizT",1
498,"Does the following tweet have positive sentiment to the Twitter company ? 
#twitter addict :)",1
499,"Does the following tweet have positive sentiment to the Google company ? 
@VentureBeat I like the #google virtual bookcase thank you for sharing",1
500,"Does the following tweet have positive sentiment to the Twitter company ? 
#facebook, #Twitter , #spongebob, #nirvana. Great way to spend the night. :D",1
